Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
iguaza-09,Echinodorus Iguazu 09,"<p><meta charset=""UTF-8""><span data-mce-fragment=""1"">Echinodorus Iguazu 09 is arguably the rarest and most beautiful sword in this hobby; yet, it is easy to grow and does not require much effort and time to care. </span></p>
<p><span data-mce-fragment=""1"">Echinodorus Iguazu 09 grows slowly, suitable for planted or shrimp tanks. As the plant grows, it absorbs large amounts of nitrate in the tank, helping to keep the water environment safe and healthy for shrimps and fishes. It is also known to have pretty high resistance to algae. </span></p>
<p><span data-mce-fragment=""1"">*Buyer can feel free to reach me for the plant care and guides. </span></p>
<p><span data-mce-fragment=""1"">Difficulty Level: Very Easy (known to be hardier than Anubias) </span></p>
<p><span data-mce-fragment=""1"">Plant position: Foreground to Midground Growth rate: Very Slow (Estimate 10 day grows 1 leaf) </span></p>
<p><span data-mce-fragment=""1"">Size: cutting with around 2-3 leaves. Please contact us if you want larger cuttings.</span></p>
<p><span data-mce-fragment=""1"">CO2: Not required (with CO2 can help boost growth) </span></p>
<p><span data-mce-fragment=""1"">Light: Low - High Temperature: 15 - 32 °C </span></p>
<p><span data-mce-fragment=""1"">Origin: Iguazu Falls (in the continent of South America, on the border of the Argentina province of Misiones and the Brazilian state of Parana.)</span></p>",Aquatic Swan Design,,Product_Plants,"",true,Title,Default Title,,,,,,,,"",0.0,shopify,deny,manual,85.00,95.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0587/7422/5058/products/EchinodorusIguazu2009.jpg?v=1631010221,1,"",false,,,,,,,,,,,,,,,,kg,,,active
ludwigia-rubin,Ludwigia Rubin,"<p><meta charset=""UTF-8""><span>Vаriety оf Ludwigiа reрens frоm Nоrth Аmeriса with striking dаrk red leаves аnd stаlk. Stems frоm 20-50 сm аnd 4-6 сm wide. It рrоvides а greаt соlоur соntrаst tо the green shаdes in the аquаrium. Рlаnt in lаrge grоuрs tо enhаnсe the deсоrаtive effeсt аnd рrune regulаrly tо enсоurаge bushy grоwth.</span><br><span>The рlаnt hаs few demаnds, but if the light is insuffiсient the lоwer leаves tend tо fаll оff. In strоng light, the соlоur beсоmes mоre intense.</span><br><br><span>Type:Stem</span></p>
<p><span>Origin:North America</span></p>
<p><span>Growth rate:Medium</span></p>
<p><span>Height:20 - 30+</span></p>
<p><span>Light demand:Medium</span></p>
<p><span>CO2 :Low</span><br><br></p>
<p>Portion: bunch, 3-4 stems per bunch</p>",Aquatic Swan Design,,Product_Plants,"",true,Title,Default Title,,,,,,,,"",0.0,shopify,deny,manual,12.00,15.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0587/7422/5058/products/IMG_7785-Recovered.jpg?v=1633386600,1,"",false,,,,,,,,,,,,,,,,kg,,,active
ludwigia-rubin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0587/7422/5058/products/ludwigia-rubin_155stems_5-10cm.jpg?v=1633386609,2,"",,,,,,,,,,,,,,,,,,,,
ludwigia-rubin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0587/7422/5058/products/IMG_7776copy.jpg?v=1633386664,3,"",,,,,,,,,,,,,,,,,,,,
lindernia-rotundifolia,Lindernia Rotundifolia,"<p>Lindernia rotundifolia is a small amphibious plant from the tropics of Africa, Asia, Central and South America. In its terrestrial stage it grows prostrate and develops nice blue-white flowers, followed by small capsules with many seeds. Under water the stems grow upright with few branches. There is also a selection with whiteish nerves, labeled as Lindernia rotundifolia 'Variegated'.</p>
<p>As aquarium plant, Lindenia rotundifolia is not demanding, however it should be planted in a well-lit place. It grows relatively fast, and as well as other stem plants it is easily propagated by stem cuttings. It grows vigorously in emersed culture and also propagates by self-seeding.</p>
<p>With its quite small, roundish, freshly green leaves, quite long internodes and thin, upright stems, this Lindernia provides an interesting contrast to plants with different texture and coloration. It looks well as a group in the midground and is also suitable for nano tanks. In emersed setups such as paludaria and Wabi-Kusa, its small but conspicuous flowers are nice blue-white colour spots.</p>",Aquatic Swan Design,,Product_Plants,"",true,Title,Default Title,,,,,,,,"",0.0,shopify,deny,manual,8.99,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0587/7422/5058/products/Linderniarotundifolia_Variegate.jpg?v=1631004607,1,"",false,,,,,,,,,,,,,,,,kg,,,active
lindernia-rotundifolia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0587/7422/5058/products/Linderniarotundifolia_Variegated.jpg?v=1631004607,2,"",,,,,,,,,,,,,,,,,,,,
helanthium-vesuvius,Helanthium Vesuvius,"<p><meta charset=""UTF-8""><span data-mce-fragment=""1"">Helanthium</span><span data-mce-fragment=""1""> </span><span data-mce-fragment=""1"">Vesuvius previously known as Echinodorus 'Vesuvius' and Echinodorus</span><span data-mce-fragment=""1""> </span><span data-mce-fragment=""1"">Angustifolia 'Vesuvius'. It can be easily produced via runners like most 'chain swords'. This 'Twisted Chain Sword' has narrow, needle, pointy, and curly leaves which are very interesting to this to any aquascape design. </span><br data-mce-fragment=""1""><br data-mce-fragment=""1""><span data-mce-fragment=""1"">Helanthium ‘Vesuvius' requires medium to high light and does best with a nutrient-rich environment and fertile substrate. Here at Aquarium Plants Factory, we produced this plant in emerged form. The emerged leaves are</span><span data-mce-fragment=""1""> </span><span data-mce-fragment=""1"">small, short, compact, and somewhat curly. When grow submerged in fish tanks and aquariums. It developed a long, twisted leaf similar to Vallisneria Asiatica.</span></p>
<p><meta charset=""UTF-8""><span><strong>CO2:</strong> Recommended</span><br><span><strong>Growth Rates:</strong> Medium</span><br><span><strong>Difficulty Level:</strong> Beginner</span><br><span><strong>Nutrient Substrate:</strong> </span><span mce-data-marked=""1"">Required</span><br><span><strong>Lighting Requirements:</strong> </span><span>Medium-High</span></p>",Aquatic Swan Design,,Product_Plants,"",true,Title,Default Title,,,,,,,,"",0.0,shopify,deny,manual,15.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0587/7422/5058/products/Helenthium.jpg?v=1631003022,1,"",false,,,,,,,,,,,,,,,,kg,,,active
helanthium-vesuvius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0587/7422/5058/products/Helenthium_b88dcb15-8d63-4db6-b754-caf089e35641.jpg?v=1631003022,2,"",,,,,,,,,,,,,,,,,,,,
helanthium-vesuvius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0587/7422/5058/products/20211018_161729.jpg?v=1634540915,3,"",,,,,,,,,,,,,,,,,,,,
bolbitis,Bolbitis heudelotii,"<meta charset=""UTF-8"">
<p data-mce-fragment=""1"">Bolbitis heudelotii<em data-mce-fragment=""1""></em><strong data-mce-fragment=""1""><em data-mce-fragment=""1""><span data-mce-fragment=""1""> </span></em></strong>is a wonderful aquatic plant among the aquarium enthusiasts. It is also referred to as African water fern, African fern, Bolbitis, Bolbitis water fern, Creeping fern or Congo fern. It is distributed in the tropical regions of Africa. It has become more popular in the aquarium hobby due to its uniquely textured foliage and growth form. In the wild it is found as an epiphyte in fast flowing streams, lakes or rivers over sandy or rocky bottoms.</p>
<p data-mce-fragment=""1"">Bolbitis heudelotii<span data-mce-fragment=""1""> or African water fern is a popular aquatic plant. It can grow with low to high light under fully submersed condition. It is often used as a mid-ground specimen plant in tropical freshwater aquarium. It has dark green, semi-translucent with attractive and decorative shape pinnate leaves with 15–40 cm long and 15–25 cm broad. The transparent and dark green leaves make this plant a beautiful addition to almost any aquarium layout.  The leaves are arranged alternately towards each other. This plant has a widely creeping rhizome up to 10 mm in diameter which produces leaves and roots. Rhizome scales are very dark brown in color and lanceolate in shape.</span> </p>
<p data-mce-fragment=""1""> </p>
<h3 class=""p2""><b>Care Guidelines:</b></h3>
<ul class=""ul1"">
<li class=""li2"">
<span class=""s1""></span>Temperature: 20 -<span class=""Apple-converted-space""> <span> </span></span>28</li>
<li class=""li2"">
<span class=""s1""></span>pH: 5.0 - 7.0</li>
<li class=""li2"">
<span class=""s1""></span>Lighting: Medium</li>
<li class=""li2"">
<span class=""s1""></span>Aquarium Placement: Rock and Driftwood</li>
<li class=""li2"">
<span class=""s1""></span>Care: Easy</li>
<li class=""li2"">
<span class=""s1""></span>Suitable for Beginner: Yes</li>
</ul>
<p> </p>
<h3 class=""p2""><b>Product details</b></h3>
<p class=""p3""><strong>Each portion</strong><span>: 1 rhizome ( 3-5 leaves ) </span></p>",Aquatic Swan Design,,Product_Plants,"",true,Title,Default Title,,,,,,,,"",0.0,shopify,deny,manual,25.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0587/7422/5058/products/Bolbitis-heudelotii.jpg?v=1631002447,1,"",false,,,,,,,,,,,,,,,,kg,,,active
bolbitis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0587/7422/5058/products/Bolbitis-Heudelotii-Caresheet-African-water-fern-for-sale-and-where-to-buy-AquaticMag-6.jpg?v=1631002447,2,"",,,,,,,,,,,,,,,,,,,,
yellow-shrimp,Yellow Shrimp,"<meta charset=""UTF-8"">
<p data-mce-fragment=""1"">Freshwater Gold Shrimp. <br data-mce-fragment=""1"">Also known as Gold cherry Shrimp</p>
<p data-mce-fragment=""1"">Cannot be shipped to WA</p>
<p data-mce-fragment=""1"">PH - 6.2 - 8 (Ideally kept at 7.2)<br data-mce-fragment=""1"">Temp - 18 - 27 degrees<br data-mce-fragment=""1"">GH - 4 - 12 (Ideally at the higher end 6 - 8)</p>
<p data-mce-fragment=""1"">Yellow Cherry Shrimp are fairly hardy much like the Red Cherry Shrimp<br data-mce-fragment=""1"">They are a stand out against dark substrate and in the plants.<br data-mce-fragment=""1"">They do breed fairly easy if in the right conditions, gestation period is usually around 30 days.<br data-mce-fragment=""1"">Make sure not to put them in with any predatory fish so you can enjoy watching them get around the tank, they do get a little personality on them.</p>",Aquatic Swan Design,,Product_Shrimps,"",true,Title,Default Title,,,,,,,,"",0.0,shopify,deny,manual,9.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0587/7422/5058/products/yellow-shrimp-keeping.jpg?v=1631001652,1,"",false,,,,,,,,,,,,,,,,kg,,,active
yellow-shrimp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0587/7422/5058/products/91IkumbsnIL._AC_SL1500.jpg?v=1631001652,2,"",,,,,,,,,,,,,,,,,,,,
designer,Tank Set Up -Deluxe Custom Build Package,"<p>Starting from $1,299.</p>
<p>Exclusively designed by Peter Ford - our Chief Designer.</p>
<p>Please <a href=""https://duckaroo.com.au/pages/contact-us"">contact us</a> for quote.</p>
<p>* Please do not order this package online. Can only purchase through arrangement only as this is exclusive custom build products*</p>",Aquatic Swan Design,,Product_Designs,"",true,Title,Default Title,,,,,,,,"",0.0,shopify,deny,manual,1299.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0587/7422/5058/products/490a33_0aa35520600644d1a343e3ebdbc1702f_mv2.jpg?v=1629692450,1,"",false,,,,,,,,,,,,,,,,kg,,,active
the-lost-world,Tank Set Up - Duckaroo Signature,The Lost World is our new trending design. An in-depth zen design would stun any guests. Suitable for media room or a next level of aquatic enthusiast.,Aquatic Swan Design,,Product_Designs,bestsellers,true,Title,Default Title,,,,,,,,"",0.0,shopify,deny,manual,920.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0587/7422/5058/products/IMG_16902.jpg?v=1631011954,1,"",false,,,,,,,,,,,,,,,,kg,,,active
enthusiast-package,Tank Set Up -Enthusiast Package,Designed for people with limited experience. Suitable for large corner or hall way.,Aquatic Swan Design,,Product_Designs,"",true,Title,Default Title,,,,,,,,"",0.0,shopify,deny,manual,670.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0587/7422/5058/products/IMG_16892.jpg?v=1631012001,1,"",false,,,,,,,,,,,,,,,,kg,,,active
starter-package,Tank Set Up-Starter Package,Designed for beginners with low budget. Suitable for small space such as corners or next to TV unit.,Aquatic Swan Design,,Product_Designs,"",true,Title,Default Title,,,,,,,,"",0.0,shopify,deny,manual,450.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0587/7422/5058/products/490a33_e7cea4e5503d46e6bb0f306ba003b95b_mv2.jpg?v=1629691486,1,"",false,,,,,,,,,,,,,,,,kg,,,active
koika-bac-m-10ml,Koika BAC M 10ml,"<p>- Prevent fishes and shrimps from mold, parasites, and intestinal diseases.</p>
<p>- Boost immune system of fishes and shrimps.</p>
<p>- Supply essential vitamins - A, B6, C, E, B1, B5, B2 for growth of fishes and shrimps.</p>",Aquatic Swan Design,,Product_Probiotics,bestsellers,true,Title,Default Title,,,,,,,,"",0.0,shopify,deny,manual,16.99,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0587/7422/5058/products/490a33_b5c2af5f57c9424da26216971686ad69_mv2.jpg?v=1629690395,1,"",false,,,,,,,,,,,,,,,,kg,,,active
koika-bac-m-10ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0587/7422/5058/products/490a33_a35df0deaeca4c138da71a4f0d3343d4_mv2.jpg?v=1629690396,2,"",,,,,,,,,,,,,,,,,,,,
koika-bac-m-10ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0587/7422/5058/products/490a33_ce8cbae3d5834ea892da8a851f5c7930_mv2.jpg?v=1629690396,3,"",,,,,,,,,,,,,,,,,,,,
koika-v-active-105ml,Koika V-Active 105ml,"<p>- Create a perfect environment for shrimps.</p>
<p>- Make water transparent, deodorize effectively and reduce toxic gases.</p>
<p>- Boost digestive system and growth of shrimps.</p>
<p>- Increase the fecundity of shrimp.</p>
<p>- Enhance the survival rate of shrimp poslarvae.</p>",Aquatic Swan Design,,Product_Probiotics,"",true,Title,Default Title,,,,,,,,"",0.0,shopify,deny,manual,24.99,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0587/7422/5058/products/490a33_c71b142772a44427b3c3a358fa595092_mv2.jpg?v=1629690250,1,"",false,,,,,,,,,,,,,,,,kg,,,active
koika-v-active-105ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0587/7422/5058/products/490a33_e2ada19e8ac941258d894da889850266_mv2.jpg?v=1629690250,2,"",,,,,,,,,,,,,,,,,,,,
koika-v-active-105ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0587/7422/5058/products/490a33_5ad56c540faa4328b4b161a0471f6fd3_mv2.jpg?v=1629690250,3,"",,,,,,,,,,,,,,,,,,,,
koika-psb-105ml,Koika PSB 105ml,"<p>- Reduce toxic gases NH3, NO2, H2S.</p>
<p>- Make water clear.</p>
<p>- Deodorize effectively.</p>
<p>- Control pathogenic bacteria.</p>",Aquatic Swan Design,,Product_Probiotics,"",true,Title,Default Title,,,,,,,,"",0.0,shopify,deny,manual,24.99,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0587/7422/5058/products/490a33_544f594567604df7ba5af4fc74d0f58a_mv2.jpg?v=1629690131,1,"",false,,,,,,,,,,,,,,,,kg,,,active
koika-psb-105ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0587/7422/5058/products/490a33_a9bc215f42964be9b783d5f89de918d9_mv2.jpg?v=1629690131,2,"",,,,,,,,,,,,,,,,,,,,
koika-psb-105ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0587/7422/5058/products/490a33_d26b7c62cee0407abb29cd477055ead0_mv2.jpg?v=1629690131,3,"",,,,,,,,,,,,,,,,,,,,
koika-clear-105ml,Koika Clear 105ml,"<p>- Make water transparent, deodorize effectively.</p>
<p>- Reduce toxic gases and pollutants in aquarium.</p>
<p>- Stabilize microbial flora in the filter system.</p>",Aquatic Swan Design,,Product_Probiotics,"",true,Title,Default Title,,,,,,,,"",0.0,shopify,deny,manual,24.99,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0587/7422/5058/products/490a33_4bf4d1b62d8e4d6d8d194176f8fc0fe0_mv2.jpg?v=1629689877,1,"",false,,,,,,,,,,,,,,,,kg,,,active
koika-clear-105ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0587/7422/5058/products/490a33_9eee152e7e744d148ab23f7b9f1c66ab_mv2.jpg?v=1629689877,2,"",,,,,,,,,,,,,,,,,,,,
koika-clear-105ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0587/7422/5058/products/490a33_90189e3c61b443d189db91230f26a0db_mv2.jpg?v=1629689877,3,"",,,,,,,,,,,,,,,,,,,,
koika-bac-105ml,Koika BAC+ 105ml,"<p>- Promote growth of fishes and shrimps in aquarium.</p>
<p>- Prevent fishes and shrimps from mold, parasites, and intestinal diseases.</p>
<p>- Enliven colors of fishes and shrimps</p>",Aquatic Swan Design,,Product_Probiotics,bestsellers,true,Title,Default Title,,,,,,,,"",0.0,shopify,deny,manual,24.99,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0587/7422/5058/products/490a33_b2b0ee1bcdc6465caf5f1b1ab9bfe8a0_mv2.jpg?v=1629689406,1,"",false,,,,,,,,,,,,,,,,kg,,,active
koika-bac-105ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0587/7422/5058/products/490a33_96becb8f406f4d82847dda4b56bbcb3a_mv2.jpg?v=1629689406,2,"",,,,,,,,,,,,,,,,,,,,
koika-bac-105ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0587/7422/5058/products/490a33_edd45c25ad2c4e9ea9da77f78141a8e4_mv2.jpg?v=1629689407,3,"",,,,,,,,,,,,,,,,,,,,
cryptocoryne-parva-live-aquarium-plant-fish-tank,Cryptocoryne Parva,"<meta charset=""UTF-8"">
<p data-mce-fragment=""1"">Crypt Parva is one of the smallest species of Crypts.  It has green, grass-like leaves which can grow up to 4” tall, making it a suitable foreground and midground plant. Compared to other Crypts, it has a very slow rate of growth and can require more light. Cryptocoryne Parva is extremely slow growing and will require patience to achieve lush growth!</p>
<div data-mce-fragment=""1"">
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">Cryptocoryne prefer not to be moved once planted. If possible, do not move them!</li>
<li data-mce-fragment=""1"">Do not make drastic changes to the aquarium. Unstable parameters will result in melt and rotting of the aquarium plant.</li>
<li data-mce-fragment=""1"">Please be sure to remove this plant from its pot. Remove the cotton surrounding the roots and plant into a quality substrate. For instructions on how to properly plant ""potted"" aquarium plants, click <a href=""https://buceplant.com/blogs/news/how-to-prep-potted-and-lead-bunch-aquatic-plants"" title=""How to: prep potted aquarium plants"" data-mce-fragment=""1"" data-mce-href=""https://buceplant.com/blogs/news/how-to-prep-potted-and-lead-bunch-aquatic-plants"" target=""_blank"">here</a>.</li>
<li data-mce-fragment=""1"">CO2 injection and quality aquarium soil will yield better growth.</li>
<li data-mce-fragment=""1"">Please research appropriately to ensure your plant thrives.</li>
</ul>
</div>
<p data-mce-fragment=""1"">Family Name: Araceae</p>
<p data-mce-fragment=""1"">Origin: Sri Lanka</p>
<p data-mce-fragment=""1"">Height: 2-4””</p>
<p data-mce-fragment=""1"">pH: 6-7.5</p>
<p data-mce-fragment=""1"">Care: Easy</p>
<p data-mce-fragment=""1"">Light: Low</p>
<p data-mce-fragment=""1"">Co2: Not Required</p>
<p data-mce-fragment=""1"">Propagation: Separate by Rhizome</p>
<p data-mce-fragment=""1"">Growth rate: Slow to Moderate</p>",Aquatic Swan Design,Home & Garden > Plants > Aquatic Plants,Product_Plants,bestsellers,true,Title,Default Title,,,,,,,,"",200.0,shopify,deny,manual,35.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0587/7422/5058/products/Cryptocoryne-Parva.jpg?v=1629254776,1,"",false,,,,,,,,,,,,,,,,kg,,,active
